[2013-11-16 1010:1111:5757]    Login :: User:root Password:pepe
[2013-11-21 00:47:18]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 5
[2013-11-21 00:47:23]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 5
[2013-11-21 00:47:33]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 5
[2013-11-21 00:47:35]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 5
[2013-11-21 00:47:35]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-21 00:47:35]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 5
[2013-11-21 00:47:35]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-21 00:47:37]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 5
[2013-11-21 00:47:37]    getArticulo :: SQL :: SELECT * FROM articulo WHERE IdArticulo = :id
[2013-11-21 00:47:37]    carritoHasItem :: Intenta ejecutar SELECT * FROM detallecarrito WHERE IdCarrito = 5 AND IdArticulo = 14 ;
[2013-11-21 00:47:37]    carritoHasItem :: Intenta ejecutar SELECT * FROM detallecarrito WHERE IdCarrito = 5 AND IdArticulo = 14 ;
[2013-11-21 00:47:38]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 5
[2013-11-21 00:47:38]    getArticulo :: SQL :: SELECT * FROM articulo WHERE IdArticulo = :id
[2013-11-21 00:47:41]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 5
[2013-11-21 00:47:41]    getArticulo :: SQL :: SELECT * FROM articulo WHERE IdArticulo = :id
[2013-11-21 00:47:41]    getArticulo :: SQL :: SELECT * FROM articulo WHERE IdArticulo = :id
[2013-11-21 00:47:41]    carritoHasItem :: Intenta ejecutar SELECT * FROM detallecarrito WHERE IdCarrito = 5 AND IdArticulo = 14 ;
[2013-11-21 00:47:41]    addITem :: Se intenta agregar item al carrito
[2013-11-21 00:47:41]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-21 00:47:41]    actualizarCarrito :: Se intenta actualizar carrito
[2013-11-21 00:47:41]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 5
[2013-11-21 00:47:41]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 5
[2013-11-21 00:47:41]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-21 00:47:44]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 5
[2013-11-21 00:47:44]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-21 00:47:45]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 5
[2013-11-21 00:47:45]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-21 00:47:49]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 5
[2013-11-21 00:47:49]    getArticulo :: SQL :: SELECT * FROM articulo WHERE IdArticulo = :id
[2013-11-21 00:47:49]    carritoHasItem :: Intenta ejecutar SELECT * FROM detallecarrito WHERE IdCarrito = 5 AND IdArticulo = 14 ;
[2013-11-21 00:47:49]    carritoHasItem :: Intenta ejecutar SELECT * FROM detallecarrito WHERE IdCarrito = 5 AND IdArticulo = 14 ;
[2013-11-21 00:47:49]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 5
[2013-11-21 00:47:49]    getArticulo :: SQL :: SELECT * FROM articulo WHERE IdArticulo = :id
[2013-11-21 00:47:51]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 5
[2013-11-21 00:47:51]    getArticulo :: SQL :: SELECT * FROM articulo WHERE IdArticulo = :id
[2013-11-21 00:47:51]    getArticulo :: SQL :: SELECT * FROM articulo WHERE IdArticulo = :id
[2013-11-21 00:47:51]    carritoHasItem :: Intenta ejecutar SELECT * FROM detallecarrito WHERE IdCarrito = 5 AND IdArticulo = 14 ;
[2013-11-21 00:47:51]    addITem :: Se intenta agregar item al carrito
[2013-11-21 00:47:51]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-21 00:47:51]    actualizarCarrito :: Se intenta actualizar carrito
[2013-11-21 00:47:51]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 5
[2013-11-21 00:47:52]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 5
[2013-11-21 00:47:52]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-21 00:47:55]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 5
[2013-11-21 00:47:55]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-21 00:47:55]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 5
[2013-11-21 00:47:55]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-21 01:10:40]    Registrar :: User:asdf Password:asdf
[2013-11-21 01:10:40]    nuevoCliente :: Se intenta crear el cliente
[2013-11-21 01:11:42]    Registrar :: User:asdf Password:asdf
[2013-11-21 01:11:42]    nuevoCliente :: Se intenta crear el cliente
[2013-11-21 01:11:42]    nuevoCliente :: Se intenta crear el user
[2013-11-21 01:12:38]    Registrar :: User:asdf Password:asdf
[2013-11-21 01:12:38]    nuevoCliente :: Se intenta crear el cliente
[2013-11-21 01:12:38]    addItem :: ERROR :: SQLSTATE[42000]: Syntax error or access violation: 1064 You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near 'Tal', NULL, NULL, NULL, NULL)' at line 1
[2013-11-21 01:13:25]    Registrar :: User:fulano Password:fulano
[2013-11-21 01:13:25]    nuevoCliente :: Se intenta crear el cliente
[2013-11-21 01:13:25]    nuevoCliente :: Se intenta crear el user
[2013-11-21 01:13:25]    nuevoCarrito :: SQL : INSERT INTO `carrito` (`IdCarrito`, `IdCliente`, `Fecha`, `CantArt`, `MontoTotal`, `Activo`) VALUES (NULL, '14', '2013-11-21', '0', '0', '1');
[2013-11-21 01:13:25]    nuevoCarrito :: Se intenta crear carrito para Cliente id : 14
[2013-11-21 01:13:25]    obtenerCarrito :: Nuevo y ahora tiene Carrito Activo. Carrito id : 7
[2013-11-21 01:13:31]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 7
[2013-11-21 01:13:37]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 7
[2013-11-21 01:13:37]    getArticulo :: SQL :: SELECT * FROM articulo WHERE IdArticulo = :id
[2013-11-21 01:13:37]    carritoHasItem :: Intenta ejecutar SELECT * FROM detallecarrito WHERE IdCarrito = 7 AND IdArticulo = 12 ;
[2013-11-21 01:13:37]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 7
[2013-11-21 01:13:37]    getArticulo :: SQL :: SELECT * FROM articulo WHERE IdArticulo = :id
[2013-11-21 01:13:39]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 7
[2013-11-21 01:13:39]    getArticulo :: SQL :: SELECT * FROM articulo WHERE IdArticulo = :id
[2013-11-21 01:13:39]    getArticulo :: SQL :: SELECT * FROM articulo WHERE IdArticulo = :id
[2013-11-21 01:13:39]    carritoHasItem :: Intenta ejecutar SELECT * FROM detallecarrito WHERE IdCarrito = 7 AND IdArticulo = 12 ;
[2013-11-21 01:13:39]    addITem :: Se intenta agregar item al carrito
[2013-11-21 01:13:39]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-21 01:13:39]    actualizarCarrito :: Se intenta actualizar carrito
[2013-11-21 01:13:39]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 7
[2013-11-21 01:13:40]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 7
[2013-11-21 01:13:40]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-21 01:13:43]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 7
[2013-11-21 01:13:43]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-21 01:13:43]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 7
[2013-11-21 01:13:43]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-21 01:13:48]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 7
[2013-11-21 01:13:48]    getArticulo :: SQL :: SELECT * FROM articulo WHERE IdArticulo = :id
[2013-11-21 01:13:48]    carritoHasItem :: Intenta ejecutar SELECT * FROM detallecarrito WHERE IdCarrito = 7 AND IdArticulo = 12 ;
[2013-11-21 01:13:48]    carritoHasItem :: Intenta ejecutar SELECT * FROM detallecarrito WHERE IdCarrito = 7 AND IdArticulo = 12 ;
[2013-11-21 01:13:48]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 7
[2013-11-21 01:13:48]    getArticulo :: SQL :: SELECT * FROM articulo WHERE IdArticulo = :id
[2013-11-21 01:13:50]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 7
[2013-11-21 01:13:50]    getArticulo :: SQL :: SELECT * FROM articulo WHERE IdArticulo = :id
[2013-11-21 01:13:50]    getArticulo :: SQL :: SELECT * FROM articulo WHERE IdArticulo = :id
[2013-11-21 01:13:50]    carritoHasItem :: Intenta ejecutar SELECT * FROM detallecarrito WHERE IdCarrito = 7 AND IdArticulo = 12 ;
[2013-11-21 01:13:50]    addITem :: Se intenta agregar item al carrito
[2013-11-21 01:13:50]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-21 01:13:50]    actualizarCarrito :: Se intenta actualizar carrito
[2013-11-21 01:13:50]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 7
[2013-11-21 01:13:50]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 7
[2013-11-21 01:13:50]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-21 02:02:12]    Login :: User:juan Password:perez
[2013-11-21 02:02:12]    nuevoCarrito :: SQL : INSERT INTO `carrito` (`IdCarrito`, `IdCliente`, `Fecha`, `CantArt`, `MontoTotal`, `Activo`) VALUES (NULL, '11', '2013-11-21', '0', '0', '1');
[2013-11-21 02:02:12]    nuevoCarrito :: Se intenta crear carrito para Cliente id : 11
[2013-11-21 02:02:12]    obtenerCarrito :: Nuevo y ahora tiene Carrito Activo. Carrito id : 8
[2013-11-21 02:02:15]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 8
[2013-11-21 02:02:20]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 8
[2013-11-21 02:02:20]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-21 02:02:21]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 8
[2013-11-21 02:02:21]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-21 02:02:53]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 8
[2013-11-21 02:02:54]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 8
[2013-11-21 02:02:54]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-21 02:02:55]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 8
[2013-11-21 02:02:55]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-21 02:02:57]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 8
[2013-11-21 02:02:58]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 8
[2013-11-21 02:02:58]    getArticulo :: SQL :: SELECT * FROM articulo WHERE IdArticulo = :id
[2013-11-21 02:02:58]    carritoHasItem :: Intenta ejecutar SELECT * FROM detallecarrito WHERE IdCarrito = 8 AND IdArticulo = 2 ;
[2013-11-21 02:02:59]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 8
[2013-11-21 02:02:59]    getArticulo :: SQL :: SELECT * FROM articulo WHERE IdArticulo = :id
[2013-11-21 02:03:01]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 8
[2013-11-21 02:03:01]    getArticulo :: SQL :: SELECT * FROM articulo WHERE IdArticulo = :id
[2013-11-21 02:03:01]    getArticulo :: SQL :: SELECT * FROM articulo WHERE IdArticulo = :id
[2013-11-21 02:03:01]    carritoHasItem :: Intenta ejecutar SELECT * FROM detallecarrito WHERE IdCarrito = 8 AND IdArticulo = 2 ;
[2013-11-21 02:03:01]    addITem :: Se intenta agregar item al carrito
[2013-11-21 02:03:01]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-21 02:03:01]    actualizarCarrito :: Se intenta actualizar carrito
[2013-11-21 02:03:02]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 8
[2013-11-21 02:03:02]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 8
[2013-11-21 02:03:02]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-21 02:03:04]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 8
[2013-11-21 02:03:04]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-21 02:03:04]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 8
[2013-11-21 02:03:04]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-21 02:03:25]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 8
[2013-11-21 02:03:25]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-21 02:03:26]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 8
[2013-11-21 02:03:26]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-21 02:03:36]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 8
[2013-11-21 02:03:36]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-21 02:03:37]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 8
[2013-11-21 02:03:37]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-21 02:03:46]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 8
[2013-11-21 02:03:46]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-21 02:03:46]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 8
[2013-11-21 02:03:46]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-21 02:04:03]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 8
[2013-11-21 02:04:05]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 8
[2013-11-21 02:04:05]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-21 02:04:05]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 8
[2013-11-21 02:04:05]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-21 02:04:07]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 8
[2013-11-21 02:04:07]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-21 02:04:08]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 8
[2013-11-21 02:04:08]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-21 02:05:57]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 8
[2013-11-21 02:05:57]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-21 02:05:58]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 8
[2013-11-21 02:05:58]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-21 02:05:59]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 8
[2013-11-21 02:05:59]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-21 02:05:59]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 8
[2013-11-21 02:05:59]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-21 02:06:00]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 8
[2013-11-21 02:06:00]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-21 02:06:01]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 8
[2013-11-21 02:06:01]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-21 02:06:02]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 8
[2013-11-21 02:06:02]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-21 02:06:02]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 8
[2013-11-21 02:06:02]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-21 02:06:40]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 8
[2013-11-21 02:06:40]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-21 02:06:41]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 8
[2013-11-21 02:06:41]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-21 02:06:43]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 8
[2013-11-21 02:06:43]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-21 02:06:44]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 8
[2013-11-21 02:06:44]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-21 02:08:32]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 8
[2013-11-21 02:08:32]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-21 02:08:33]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 8
[2013-11-21 02:08:33]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-21 02:08:39]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 8
[2013-11-21 02:08:40]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 8
[2013-11-21 02:08:40]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-21 02:08:41]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 8
[2013-11-21 02:08:41]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-21 02:08:50]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 8
[2013-11-21 02:08:50]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-21 02:08:50]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 8
[2013-11-21 02:08:50]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-21 02:09:54]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 8
[2013-11-21 02:09:54]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-21 02:09:55]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 8
[2013-11-21 02:09:55]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-21 02:09:59]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 8
[2013-11-21 02:09:59]    actualizarCarrito :: Se intenta actualizar carrito
[2013-11-21 02:10:30]    nuevoCarrito :: SQL : INSERT INTO `carrito` (`IdCarrito`, `IdCliente`, `Fecha`, `CantArt`, `MontoTotal`, `Activo`) VALUES (NULL, '11', '2013-11-21', '0', '0', '1');
[2013-11-21 02:10:30]    nuevoCarrito :: Se intenta crear carrito para Cliente id : 11
[2013-11-21 02:10:30]    obtenerCarrito :: Nuevo y ahora tiene Carrito Activo. Carrito id : 9
[2013-11-21 02:10:30]    actualizarCarrito :: Se intenta actualizar carrito
[2013-11-21 02:10:41]    nuevoCarrito :: SQL : INSERT INTO `carrito` (`IdCarrito`, `IdCliente`, `Fecha`, `CantArt`, `MontoTotal`, `Activo`) VALUES (NULL, '11', '2013-11-21', '0', '0', '1');
[2013-11-21 02:10:41]    nuevoCarrito :: Se intenta crear carrito para Cliente id : 11
[2013-11-21 02:10:41]    obtenerCarrito :: Nuevo y ahora tiene Carrito Activo. Carrito id : 10
[2013-11-21 02:10:41]    actualizarCarrito :: Se intenta actualizar carrito
[2013-11-21 02:11:06]    nuevoCarrito :: SQL : INSERT INTO `carrito` (`IdCarrito`, `IdCliente`, `Fecha`, `CantArt`, `MontoTotal`, `Activo`) VALUES (NULL, '11', '2013-11-21', '0', '0', '1');
[2013-11-21 02:11:06]    nuevoCarrito :: Se intenta crear carrito para Cliente id : 11
[2013-11-21 02:11:06]    obtenerCarrito :: Nuevo y ahora tiene Carrito Activo. Carrito id : 11
[2013-11-21 02:11:06]    actualizarCarrito :: Se intenta actualizar carrito
[2013-11-21 02:11:29]    nuevoCarrito :: SQL : INSERT INTO `carrito` (`IdCarrito`, `IdCliente`, `Fecha`, `CantArt`, `MontoTotal`, `Activo`) VALUES (NULL, '11', '2013-11-21', '0', '0', '1');
[2013-11-21 02:11:29]    nuevoCarrito :: Se intenta crear carrito para Cliente id : 11
[2013-11-21 02:11:29]    obtenerCarrito :: Nuevo y ahora tiene Carrito Activo. Carrito id : 12
[2013-11-21 02:11:29]    actualizarCarrito :: Se intenta actualizar carrito
[2013-11-21 02:11:42]    nuevoCarrito :: SQL : INSERT INTO `carrito` (`IdCarrito`, `IdCliente`, `Fecha`, `CantArt`, `MontoTotal`, `Activo`) VALUES (NULL, '11', '2013-11-21', '0', '0', '1');
[2013-11-21 02:11:42]    nuevoCarrito :: Se intenta crear carrito para Cliente id : 11
[2013-11-21 02:11:42]    obtenerCarrito :: Nuevo y ahora tiene Carrito Activo. Carrito id : 13
[2013-11-21 02:11:42]    getArticulo :: SQL :: SELECT * FROM articulo WHERE IdArticulo = :id
[2013-11-21 02:11:42]    carritoHasItem :: Intenta ejecutar SELECT * FROM detallecarrito WHERE IdCarrito = 13 AND IdArticulo = 2 ;
[2013-11-21 02:11:43]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 13
[2013-11-21 02:11:43]    getArticulo :: SQL :: SELECT * FROM articulo WHERE IdArticulo = :id
[2013-11-21 02:11:45]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 13
[2013-11-21 02:11:45]    getArticulo :: SQL :: SELECT * FROM articulo WHERE IdArticulo = :id
[2013-11-21 02:11:45]    getArticulo :: SQL :: SELECT * FROM articulo WHERE IdArticulo = :id
